,Disease,RNA,Relation,True_y
1980,D001943,654322,0.008120480284505651,0.0
1981,D001943,692073,0.01134106909975808,0.0
1982,D001943,677804,0.003931811068543296,0.0
1983,D001943,677824,0.019626113710875533,0.0
1984,D001943,677808,0.015251970521193307,0.0
1985,D001943,677809,0.0236118857587264,0.0
1986,D001943,677814,0.014253825055496999,0.0
1987,D001943,594839,0.01758914188029878,0.0
1988,D001943,677817,0.014757698443109705,0.0
1989,D001943,619562,0.009090581511976751,0.0
1990,D001943,677827,0.011696686656042368,0.0
1991,D001943,677842,0.0038607588575048884,0.0
1992,D001943,677832,0.015976951860995108,0.0
1993,D001943,677836,0.010079970786618594,0.0
1994,D001943,677838,0.01048554855435491,0.0
1995,D001943,26779,0.01727053889928626,0.0
1996,D001943,100124538,0.017371333553780878,0.0
1997,D001943,26775,0.01112068949465694,0.0
1998,D001943,6080,0.018106242347841826,0.0
1999,D001943,677823,0.014484878326762724,0.0
2000,D001943,677847,0.01912768963071227,0.0
2001,D001943,677798,0.017000335391124215,0.0
2002,D001943,652966,0.01663810135985684,0.0
2003,D001943,594837,0.013141090030545987,0.0
2004,D001943,26771,0.013132068438356792,0.0
2005,D001943,692234,0.028412707183020712,0.0
2006,D001943,692235,0.029702656325535738,0.0
2007,D001943,692200,0.00911316253184959,0.0
2008,D001943,692227,0.014114621162042288,0.0
2009,D001943,692229,0.009882385140091515,0.0
2010,D001943,100113382,0.014485372095429496,0.0
2011,D001943,692058,0.0039805260845624645,0.0
2012,D001943,692213,0.005775074253573818,0.0
2013,D001943,692214,0.005244741043623016,0.0
2014,D001943,692215,0.02583876569211729,0.0
2015,D001943,767561,0.013552601415629632,0.0
2016,D001943,767562,0.015354811119704964,0.0
2017,D001943,767563,0.016352946550888835,0.0
2018,D001943,767565,0.014721860249341329,0.0
2019,D001943,767566,0.013380258081436336,0.0
2020,D001943,767567,0.011529014567050976,0.0
2021,D001943,767568,0.023280107214247035,0.0
2022,D001943,767569,0.0129807653830646,0.0
2023,D001943,767577,0.01952467647012699,0.0
2024,D001943,767588,0.010685571917757243,0.0
2025,D001943,767589,0.017472589563959785,0.0
2026,D001943,767590,0.017782961685878798,0.0
2027,D001943,767591,0.01654577730926986,0.0
2028,D001943,767592,0.013671668731618705,0.0
2029,D001943,767593,0.01875454916818127,0.0
2030,D001943,767595,0.02342235706373043,0.0
2031,D001943,767578,0.018674797568670853,0.0
2032,D001943,767598,0.006654564549110637,0.0
2033,D001943,767599,0.01875454916818115,0.0
2034,D001943,767600,0.003977011783251683,0.0
2035,D001943,767603,0.008325389278713374,0.0
2036,D001943,767605,0.006637282477016975,0.0
2037,D001943,767606,0.008031259438234229,0.0
2038,D001943,767609,0.006637282477016901,0.0
2039,D001943,767610,0.0072315883199696495,0.0
2040,D001943,767579,0.021825484468818792,0.0
2041,D001943,767581,0.01473729827916289,0.0
2042,D001943,767585,0.006169292379790029,0.0
2043,D001943,338433,0.009835954165662571,1.0
2044,D001943,100033447,0.004070597310612123,0.0
2045,D001943,100033450,0.00911997678484126,0.0
2046,D001943,100033453,0.0040705973106121935,0.0
2047,D001943,100033454,0.004090457269472313,0.0
2048,D001943,100033603,0.00407059731061213,0.0
2049,D001943,100033800,0.007445791838637627,0.0
2050,D001943,100033805,0.015629248673524394,0.0
2051,D001943,100033806,0.0033306693010201806,0.0
2052,D001943,100033807,0.005225100103350238,0.0
2053,D001943,100033814,0.004090457269472337,0.0
2054,D001943,100033816,0.004090457269472251,0.0
2055,D001943,100033445,0.003330669301020147,0.0
2056,D001943,100033413,0.007929965200651553,0.0
2057,D001943,100033427,0.01204806139578982,0.0
2058,D001943,100033428,0.010001108464315562,0.0
2059,D001943,100033414,0.003818383172793623,0.0
2060,D001943,100033431,0.010400241310026391,0.0
2061,D001943,100033432,0.010631673369599852,0.0
2062,D001943,100033435,0.014622780874599624,0.0
2063,D001943,100033436,0.014099219226416118,0.0
2064,D001943,100033821,0.01071731687491082,0.0
2065,D001943,100033415,0.007558335908389955,0.0
2066,D001943,692233,0.013921032817705731,0.0
2067,D001943,727676,0.014123750737542629,1.0
2068,D001943,100113378,0.008779630027106085,0.0
2069,D001943,100113392,0.013209668005865458,0.0
2070,D001943,692057,0.008158987464573043,0.0
2071,D001943,100113379,0.029475832520024177,0.0
2072,D001943,101340252,0.019390024802462297,0.0
2073,D001943,100113384,0.005865849536096779,0.0
2074,D001943,101340251,0.014293282786441066,0.0
2075,D001943,100113380,0.011794195227981615,0.0
2076,D001943,100113391,0.018783461297377527,0.0
2077,D001943,100113389,0.013317422090733454,0.0
2078,D001943,100113393,0.00980549352646827,0.0
2079,D001943,26765,0.007604432202361549,0.0
2080,D001943,692084,0.021498714743482854,0.0
2081,D001943,26822,0.011558378751303312,0.0
2082,D001943,85388,0.012753035535154597,0.0
2083,D001943,85389,0.014641627994051939,0.0
2084,D001943,85390,0.02663171139108102,0.0
2085,D001943,85391,0.014495723624984629,0.0
2086,D001943,6079,0.007561404481364069,0.0
2087,D001943,114599,0.012591066494355395,1.0
2088,D001943,595097,0.016976167763719192,0.0
2089,D001943,595098,0.009164826907973477,0.0
2090,D001943,595099,0.01573928200744685,0.0
2091,D001943,595100,0.012902505712156018,0.0
2092,D001943,692089,0.016959106541413013,0.0
2093,D001943,100113381,0.018792894216298192,0.0
2094,D001943,677848,0.01675903840731744,0.0
2095,D001943,677849,0.01131082385333557,0.0
2096,D001943,677850,0.012982756593796944,0.0
2097,D001943,619567,0.016371337793123573,0.0
2098,D001943,6082,0.007360617769286886,0.0
2099,D001943,6083,0.008467077088093952,0.0
2100,D001943,9304,0.01695497131947524,1.0
2101,D001943,692091,0.006703883975730848,0.0
2102,D001943,26820,0.012950730925144507,0.0
2103,D001943,9303,0.01699430267954003,0.0
2104,D001943,9302,0.008689654311177346,0.0
2105,D001943,9301,0.0181576848523168,0.0
2106,D001943,9300,0.016807778133291172,0.0
2107,D001943,9299,0.011014273922605563,0.0
2108,D001943,9298,0.007243469321215676,0.0
2109,D001943,26819,0.011668605306978481,0.0
2110,D001943,26818,0.022398418179886234,0.0
2111,D001943,26817,0.009156299676056287,0.0
2112,D001943,26816,0.00854586360707903,0.0
2113,D001943,84546,0.01421526617134395,0.0
2114,D001943,26815,0.013255257993812433,0.0
2115,D001943,26814,0.0043471964837882415,0.0
2116,D001943,26813,0.021962662427656418,0.0
2117,D001943,26812,0.02654940378327556,0.0
2118,D001943,94162,0.004998481515627722,0.0
